,Name,Financial Status,Paid at,Fulfillment Status,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem price,Lineitem compare at price,Lineitem fulfillment status,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Notes,Note Attributes,Cancelled at,Payment Method,Refunded Amount,Vendor,Tags,Risk Level,Source,Color ,Tax 3 Name,item_quantity
1454,#2455,partially_refunded,,partial,yes,USD,330.02,0.0,0.0,330.02,,0.0,Free Shipping (Fedex Ground),3/27/17 18:06,1,4.75,13.75,fulfilled,114 Chestnut Ln,114 Chestnut Ln,,The Flying Shopper,Kintnersville,18930-9728,PA,US,,,,Shopify Payments,110.75,USJewelryhouse,,Low,web, Gray,,61
1455,#2456,partially_refunded,,partial,yes,USD,286.0,0.0,0.0,286.0,,0.0,Free Shipping (Fedex Ground),3/28/17 0:49,5,6.5,5.0,pending,6 James Cubberly Ct.,6 James Cubberly Ct.,,Accents,Hamilton,8610,NJ,US,,,,Shopify Payments,122.25,andante,,Low,web, Pink,,81
1456,#2457,partially_refunded,,partial,yes,USD,254.5,0.0,0.0,254.5,,0.0,Free Shipping (Fedex Ground),3/28/17 1:30,1,3.0,,fulfilled,958 McBride Ave,958 McBride Ave,,Laced N Luxe,Woodland Park,7424,NJ,US,,,,Shopify Payments,51.75,USJewelryhouse,,Low,web, Gold,,57
1457,#2458,paid,3/28/17 12:40,fulfilled,yes,USD,24.25,9.83,0.0,34.08,,0.0,FedEx Ground,3/28/17 12:40,2,4.0,,fulfilled,"1407 Broadway, 400",1407 Broadway,400,Jak Jewels,new york ,10018,NY,US,,,,Shopify Payments,0.0,core,,Low,web, Black,,7
1458,#2459,partially_refunded,,partial,yes,USD,50.25,11.66,0.0,61.91,,0.0,FedEx Ground,3/28/17 13:57,1,2.25,10.0,fulfilled,5425 Spring Brook Rd.,5425 Spring Brook Rd.,,"Castle Hill Accessories, Inc",Jacksonville,32277,FL,US,,,,Shopify Payments,25.5,POMINA,,Low,web, Gold,,8
1459,#2460,partially_refunded,,partial,yes,USD,232.25,9.83,0.0,242.08,,0.0,FedEx Ground,3/28/17 15:06,1,15.5,,fulfilled,187 South Main St,187 South Main St,,Original Designs,New City,10956,NY,US,,,,Shopify Payments,3.25,USJewelryhouse,,Low,web, Rhodium,,46
1460,#2461,partially_refunded,,partial,yes,USD,258.01,0.0,0.0,258.01,,0.0,Free Shipping (Fedex Ground),3/28/17 16:13,1,5.0,6.0,fulfilled,463 uwchlan ave ,463 uwchlan ave ,,la chic boutique,chester springs ,19425,PA,US,,,,Shopify Payments,35.82,Stylist,,Low,web, Navy Blue,,79
1461,#2462,paid,3/28/17 21:23,fulfilled,yes,USD,15.75,9.83,0.0,25.58,,0.0,FedEx Ground,3/28/17 21:23,1,2.5,,fulfilled,506 STONEWALL CT,506 STONEWALL CT,,SPARKLE JEWELRY,WYCKOFF,7481,NJ,US,,,,Shopify Payments,0.0,Stylist,,Low,web, Fuchsia,,6
1462,#2463,paid,3/29/17 12:51,fulfilled,yes,USD,197.75,9.83,0.0,207.58,,0.0,FedEx Ground,3/29/17 12:51,1,9.75,,fulfilled,8 dunberry drive,8 dunberry drive,,three's company,freehold,7728,NJ,US,,,,PayPal Express Checkout,0.0,USJewelryhouse,,Low,web, Glass Beads Toggle Long Necklace ,,29
1463,#2464,partially_refunded,,partial,yes,USD,475.95,0.0,0.0,475.95,5OFF500,25.05,Free Shipping (Fedex Ground),3/29/17 13:10,1,5.0,7.5,pending,777 NW 72nd Ave. Unit#1071,777 NW 72nd Ave. Unit#1071,,New Miami/Mar Candles,Miami ,33126,FL,US,,,,PayPal Express Checkout,53.87,USJewelryhouse,,Medium,web, Rhodium,,151
1464,#2465,partially_refunded,,partial,yes,USD,253.0,0.0,0.0,253.0,,0.0,Free Shipping (Fedex Ground),3/29/17 14:25,3,4.25,8.0,partial,4207 Albany Street,4207 Albany Street,,DEKita llc,Albany,12205,NY,US,,,,PayPal Express Checkout,141.25,Fashion Jewelry,,Low,web, Rhodium,,20
1465,#2466,partially_refunded,,partial,yes,USD,508.73,0.0,0.0,508.73,5OFF500,26.77,Free Shipping (Fedex Ground),3/29/17 21:08,3,4.75,,partial,1262 Bergen ave ,1262 Bergen ave ,,DT&DUKE ,Brooklyn ,11234,NY,US,,,,Shopify Payments,272.89,VIOLA,,Low,web, Pink,,30
1466,#2467,partially_refunded,,partial,yes,USD,62.25,9.83,0.0,72.08,,0.0,FedEx Ground,3/30/17 0:05,1,5.75,3.5,fulfilled,"1363 N. 31st St, Apt 312",1363 N. 31st St,Apt 312,Fearless Creations,Philadelphia,19121,PA,US,,,,Shopify Payments,16.0,USJewelryhouse,,Low,web, Beige,,13
1467,#2468,pending,,partial,yes,USD,273.25,0.0,0.0,273.25,,0.0,Free Shipping (Fedex Ground),3/30/17 10:42,3,7.25,,pending,"777 NW 72ND AVE, STE 1001",777 NW 72ND AVE,STE 1001,US Jewelry House of Florida,Miami,33126,FL,US,,,,Cash on Delivery (COD),0.0,CODE22,,Low,web, Burgundy,,22
1468,#2469,partially_refunded,,partial,yes,USD,173.0,11.66,0.0,184.66,,0.0,FedEx Ground,3/30/17 14:48,2,6.5,,fulfilled,7509 Poplar Ave Ste 102,7509 Poplar Ave Ste 102,,Indigo,Germantown,38138,TN,US,,,,Shopify Payments,22.5,ruff-skch,,Low,web, Pearl,,57
1469,#2470,partially_refunded,,partial,yes,USD,256.5,0.0,0.0,256.5,,0.0,Free Shipping (Fedex Ground),3/30/17 15:08,1,4.75,,fulfilled,21 Mill Street,21 Mill Street,,AG&G,Johnston,2919,RI,US,,,,Shopify Payments,42.5,VIOLA,,Low,web, Green,,62
1470,#2471,partially_refunded,,partial,yes,USD,548.63,0.0,0.0,548.63,5OFF500,28.87,Free Shipping (Fedex Ground),3/31/17 0:29,3,4.5,9.75,fulfilled,"6350 Wetherole Street, 3D",6350 Wetherole Street,3D,Lilies and Pearls LLC,Rego Park,11374,NY,US,,,,Shopify Payments,195.98,USJewelryhouse,,Low,web, Gold,,117
1471,#2472,partially_refunded,,partial,yes,USD,452.0,0.0,0.0,452.0,,0.0,Free Shipping (Fedex Ground),3/31/17 13:20,2,3.25,,fulfilled,3904 Highway 22,3904 Highway 22,,Emma's Shoes & Accessories,Mandeville,70471,LA,US,,,,Shopify Payments,85.0,USJewelryhouse,,Low,web, Rhodium,,58
1472,#2473,paid,3/31/17 14:45,fulfilled,yes,USD,40.0,9.83,0.0,49.83,,0.0,FedEx Ground,3/31/17 14:45,5,2.0,,fulfilled,58 Chestnut Rd.,58 Chestnut Rd.,,Boneappetit,Verona,7044,NJ,US,,,,Shopify Payments,0.0,Fresh,,Low,web, Rhodium,,20
1473,#2474,partially_refunded,,partial,yes,USD,252.0,0.0,0.0,252.0,,0.0,Free Shipping (Fedex Ground),3/31/17 16:54,10,4.0,,partial,2608 roswell ave,2608 roswell ave,,Erin McDermott LLC,charlotte,28209,NC,US,,,,PayPal Express Checkout,200.0,core,,Low,web, Pink Multi,,63
1474,#2475,partially_refunded,,partial,yes,USD,194.5,9.83,0.0,204.33,,0.0,FedEx Ground,3/31/17 17:33,1,9.75,9.0,pending,635 Diellen Lane,635 Diellen Lane,,Hour Glass Boutique,Elmont,11003,NY,US,,,,Shopify Payments,83.75,USJewelryhouse,,Medium,web, Multi,,37
1475,#2476,partially_refunded,,partial,yes,USD,255.5,0.0,0.0,255.5,,0.0,Free Shipping (Fedex Ground),4/1/17 9:33,2,3.0,,fulfilled,21 LEXINGTON AVE # C,21 LEXINGTON AVE # C,,sand to city style,GLOUCESTER,01930-3915,MA,US,,,,Shopify Payments,72.75,USJewelryhouse,,Low,web, Glass Texture Earrings ,,79
1476,#2477,partially_refunded,,partial,yes,USD,99.75,9.83,0.0,109.58,,0.0,FedEx Ground,4/1/17 11:19,3,2.25,8.0,fulfilled,1 barnes circle,1 barnes circle,,dotina's,salem,1970,MA,US,,,,Shopify Payments,47.25,USJewelryhouse,,Low,web, Silver,,25
1477,#2478,partially_refunded,,partial,yes,USD,1745.1,0.0,0.0,1745.1,10OFF1000,193.9,Free Shipping (Fedex Ground),4/1/17 18:41,6,2.25,9.0,fulfilled,18101 Collins Ave.  #607,18101 Collins Ave.  #607,,Mia Jewels,Sunny Isles Beach,33160,FL,US,,,,Shopify Payments,432.68,POMINA,,Low,web, Silver,,462
1478,#2479,partially_refunded,,partial,yes,USD,269.75,0.0,0.0,269.75,,0.0,Free Shipping (Fedex Ground),4/3/17 0:46,1,3.25,4.5,fulfilled,531 Navarro St. ,531 Navarro St. ,,Eye Candy Boutique,San Antonio,78205,TX,US,Please send tracking info to Elsa@HeyEyeCandy.com once package shipped. Thank you!,,,Shopify Payments,45.75,Fresh,,Low,web, Silver,,61
1479,#2480,partially_refunded,,partial,yes,USD,327.25,0.0,0.0,327.25,,0.0,Free Shipping (Fedex Ground),4/3/17 9:18,1,4.0,,fulfilled,1070 POST RD,1070 POST RD,,Baubles,DARIEN,6820,CT,US,,,,PayPal Express Checkout,53.0,Little Charm,,Low,web, Silver,,88
1480,#2481,partially_refunded,,partial,yes,USD,199.75,52.94,0.0,252.69,,0.0,FedEx Standard Overnight,4/3/17 10:57,2,2.5,4.0,pending,5813 SW 1st Ave,5813 SW 1st Ave,,Holly Collection,Cape Coral,33914,FL,US,Rosa is holding necklaces for me to add. Need to overnight order today for tomorrow delivery. Any Questions please call Nikki 239-691-3913,,,Shopify Payments,107.75,core,,Low,web, Nude,,41
1481,#2482,paid,4/3/17 13:08,fulfilled,yes,USD,19.5,9.83,0.0,29.33,,0.0,FedEx Ground,4/3/17 13:08,6,3.25,,fulfilled,3 Pickering Drive ,3 Pickering Drive ,,J'belle,Robbinsville,8691,NJ,US,,,,Shopify Payments,0.0,Fresh,,Low,web, Rose Gold,,6
1482,#2483,partially_refunded,,partial,yes,USD,729.6,0.0,0.0,729.6,5OFF500,38.4,Free Shipping (Fedex Ground),4/3/17 18:12,2,11.0,7.5,pending,343 San Anselmo Ave,343 San Anselmo Ave,,Toss ,San Anselmo ,94960,CA,US,,,,Shopify Payments,289.56,Hush,,Low,web, Brown,,174
1483,#2484,partially_refunded,,partial,yes,USD,256.25,0.0,0.0,256.25,,0.0,Free Shipping (Fedex Ground),4/3/17 22:00,1,3.25,,fulfilled,"247 Eli Hartley, Apt 111",247 Eli Hartley,Apt 111,BB,Boone,28607,NC,US,,,,Shopify Payments,56.25,USJewelryhouse,,Low,web, Pink,,46
1484,#2485,partially_refunded,,partial,yes,USD,136.78,9.83,0.0,146.61,,0.0,FedEx Ground,4/4/17 9:45,1,23.0,2.75,fulfilled,69 Lucerne Road,69 Lucerne Road,,Glossy Design,Springfield,1119,MA,US,,,,Shopify Payments,20.0,USJewelryhouse,,Low,web, Dark Blue,,24
1485,#2486,partially_refunded,,partial,yes,USD,263.75,0.0,0.0,263.75,,0.0,Free Shipping (Fedex Ground),4/4/17 11:34,4,2.0,,fulfilled,21 Mill Street,21 Mill Street,,AG&G,Johnston,2919,RI,US,,,,Shopify Payments,40.0,Fresh,,Low,web, Rhodium,,101
1486,#2487,partially_refunded,,partial,yes,USD,25.25,9.83,0.0,35.08,,0.0,FedEx Ground,4/4/17 13:00,1,3.25,,fulfilled,504 Vestry Drive,504 Vestry Drive,,"Braun Media Group, LLC",Ambler,19002,PA,US,,,,PayPal Express Checkout,2.5,Lamant,,Low,web, Rhodium,,7
1487,#2488,partially_refunded,,partial,yes,USD,188.5,9.83,0.0,198.33,,0.0,FedEx Ground,4/4/17 13:10,1,3.75,6.0,fulfilled,3 henderson street,3 henderson street,,RUNWAY BOUTIQUE,NEW YORK MILLS,13417,NY,US,,,,Shopify Payments,46.25,USJewelryhouse,,Low,web, Ivory,,63
1488,#2489,partially_refunded,,partial,yes,USD,134.75,9.83,0.0,144.58,,0.0,FedEx Ground,4/4/17 13:43,3,4.75,7.5,pending,1618 Post Road,1618 Post Road,,Initial Reaction,Fairfield,6824,CT,US,,,,Shopify Payments,101.58,VIOLA,,Low,web, Orange,,25
1489,#2490,pending,,unfulfilled,yes,USD,707.75,0.0,0.0,707.75,5OFF500,37.25,Free Shipping (Fedex Ground),4/4/17 13:46,2,24.75,,pending,"777 NW 72ND AVE, STE 1001",777 NW 72ND AVE,STE 1001,US Jewelry House of Florida,Miami,33126,FL,US,,,,Cash on Delivery (COD),0.0,Crystal Avenue,,Low,web, White,,89
1490,#2491,paid,4/4/17 16:05,fulfilled,yes,USD,31.5,9.83,0.0,41.33,,0.0,FedEx Ground,4/4/17 16:05,1,2.75,,fulfilled,727 Front street apt 213,727 Front street apt 213,,Diamalaye,Woonsocket,2895,RI,US,,,,Shopify Payments,0.0,Crystal Avenue,,Low,web, Silver,,5
1491,#2492,refunded,4/4/17 16:39,unfulfilled,yes,USD,174.75,0.0,0.0,174.75,,0.0,,4/4/17 16:39,1,174.75,,pending,,,,,,,,,,,,Shopify Payments,174.75,USJewelryhouse,,Low,web,,,1
1492,#2493,partially_refunded,,partial,yes,USD,117.5,11.15,0.0,128.65,,0.0,FedEx Ground,4/4/17 16:55,1,3.0,6.75,fulfilled,1228 SOuth Pleasantburg,1228 SOuth Pleasantburg,,Millie Lewis Studio,greenville,29605,SC,US,,,,Shopify Payments,26.5,Vera,,Low,web, Rhodium,,35
1493,#2494,partially_refunded,,partial,yes,USD,479.75,0.0,0.0,479.75,,0.0,Free Shipping (Fedex Ground),4/4/17 16:56,2,14.0,,fulfilled,507 wilmington westchester pike,507 wilmington westchester pike,,the pink turtle ,glen mills ,19342,PA,US,,,,Shopify Payments,218.5,PANNEE,,Low,web, Silver,,64
1494,#2495,partially_refunded,,partial,yes,USD,250.75,0.0,0.0,250.75,,0.0,Free Shipping (Fedex Ground),4/4/17 18:41,1,2.5,,fulfilled,"53 Main St, The Downtown Shops",53 Main St,The Downtown Shops,Gorgeous Girlz,Toms River,8753,NJ,US,,,,Shopify Payments,164.0,Fresh,,Low,web, Rhodium,,27
1495,#2496,partially_refunded,,partial,yes,USD,362.75,0.0,0.0,362.75,,0.0,Free Shipping (Fedex Ground),4/5/17 11:48,1,4.5,4.5,pending,166 bridgeport ave,166 bridgeport ave,,Deja vu consignments and gifts,milford,6461,CT,US,,,,Shopify Payments,150.75,ruff-skch,,Low,web, Vitrail,,56
1496,#2497,partially_refunded,,partial,yes,USD,313.13,0.0,0.0,313.13,,0.0,Free Shipping (Fedex Ground),4/5/17 13:14,1,3.25,2.0,fulfilled,72 steven place ,72 steven place ,,details by denise/Chic Boutique,coram,11727,NY,US,,,,Shopify Payments,73.2,Fresh,,Low,web, Rose Gold,,82
1497,#2498,partially_refunded,,partial,yes,USD,66.17,9.83,0.0,76.0,,0.0,FedEx Ground,4/5/17 14:20,1,3.5,9.75,pending,Ft 263 Peddlers Village  shop #62.   PO box 323,Ft 263 Peddlers Village  shop #62.   PO box 323,,Jewelry Nest Boutique,Lahaska,18931,PA,US,,,,Shopify Payments,28.25,Ashley Collection,,Low,web, Multi,,11
1498,#2499,paid,4/5/17 15:16,fulfilled,yes,USD,1.99,9.83,0.0,11.82,,0.0,FedEx Ground,4/5/17 15:16,1,1.99,3.0,fulfilled,"30 Beach Road, Unit 2",30 Beach Road,Unit 2,Accents,Wolcott,6716,CT,US,,,,Shopify Payments,0.0,USJewelryhouse,,Low,web, Rhodium,,1
1499,#2500,partially_refunded,,partial,yes,USD,177.75,12.05,0.0,189.8,,0.0,FedEx Ground,4/6/17 12:19,15,8.0,,fulfilled,"8518 nw 66 street , suite 502",8518 nw 66 street ,suite 502,JOIAS GUATEMALA,Miami,33195-2684,FL,US,,,,Shopify Payments,48.0,Dorothy,,Low,web, Black,,30
1500,#2501,paid,4/6/17 15:32,fulfilled,yes,USD,684.0,0.0,0.0,684.0,5OFF500,36.0,Free Shipping (Fedex Ground),4/6/17 15:32,60,4.0,,fulfilled,2608 roswell ave,2608 roswell ave,,Erin McDermott LLC,charlotte,28209,NC,US,,,,PayPal Express Checkout,0.0,core,,Low,web, Ivory,,180
1501,#2502,partially_refunded,,partial,yes,USD,59.98,9.83,0.0,69.81,,0.0,FedEx Ground,4/6/17 16:40,2,5.0,2.0,pending,"1363 N. 31st St, Apt 312",1363 N. 31st St,Apt 312,Fearless Creations by Olivia,Philadelphia,19121,PA,US,,,,Shopify Payments,28.0,Jennifer,,Low,web, Body Jewlery ,,15
1502,#2503,partially_refunded,,partial,yes,USD,41.98,9.83,0.0,51.81,,0.0,FedEx Ground,4/6/17 16:43,1,1.99,3.0,fulfilled,"200 S Broad Street, Lobby #4",200 S Broad Street,Lobby #4,Nicole Miller,Philadlephia,19107,PA,US,,,,Shopify Payments,6.5,PARATi,,Low,web, Ivory,,10
1503,#2504,paid,4/6/17 18:46,fulfilled,yes,USD,27.5,9.83,0.0,37.33,,0.0,FedEx Ground,4/6/17 18:46,5,2.75,,fulfilled,727 Front street apt 213,727 Front street apt 213,,Diamalaye,Woonsocket,2895,RI,US,,,,Shopify Payments,0.0,Crystal Avenue,,Low,web, Silver,,10
1504,#2505,paid,4/7/17 12:01,fulfilled,yes,USD,131.0,9.83,0.0,140.83,,0.0,FedEx Ground,4/7/17 12:01,3,3.75,,fulfilled,6 James Cubberly Ct,6 James Cubberly Ct,,Accents,Hamilton,8610,NJ,US,,,,Shopify Payments,0.0,Stylist,,Low,web, Silver,,26
1505,#2506,partially_refunded,,partial,yes,USD,178.25,9.83,0.0,188.08,,0.0,FedEx Ground,4/7/17 13:20,2,5.75,4.75,fulfilled,8 Dunberry Dr,8 Dunberry Dr,,There's company,Freehold,7728,NJ,US,,,,PayPal Express Checkout,22.25,USJewelryhouse,,Low,web, Yellow,,29
1506,#2507,paid,4/7/17 14:10,fulfilled,yes,USD,25.0,9.83,0.0,34.83,,0.0,FedEx Ground,4/7/17 14:10,5,5.0,,fulfilled,14431 Old Bond St,14431 Old Bond St,,LQ,Chesterfield,23832-4402,VA,US,,,,PayPal Express Checkout,0.0,Jennifer,,Low,web,,,5
1507,#2508,partially_refunded,,partial,yes,USD,190.46,9.83,0.0,200.29,,0.0,FedEx Ground,4/7/17 14:57,1,6.75,3.25,fulfilled,1348 park st ,1348 park st ,,Goldee@infinity,Atlantic Beach ,11509,NY,US,,,,PayPal Express Checkout,69.75,Dorothy,,Low,web, Rhodium,,38
1508,#2509,partially_refunded,,partial,yes,USD,55.0,9.83,0.0,64.83,,0.0,FedEx Ground,4/7/17 17:01,1,9.5,,fulfilled,42 Talcott Rd,42 Talcott Rd,,"RRR Elect, Inc",Rye Brook,10573,NY,US,please make sure that all of the stones are in place and that the closures are working properly.  let me know if you don't have something.  also sen me what you do have.  thank you.  Joani krasne,,,Shopify Payments,19.5,romance,,Low,web, Topaz,,6
1509,#2510,paid,4/7/17 17:01,fulfilled,yes,USD,67.0,11.15,0.0,78.15,,0.0,FedEx Ground,4/7/17 17:01,4,2.75,,fulfilled,40817 Garfield Rd,40817 Garfield Rd,,Glitz & Ears,Clinton Township,48038,MI,US,,,,Shopify Payments,0.0,Crystal Avenue,,Low,web, Gold,,20
1510,#2511,partially_refunded,,partial,yes,USD,250.0,0.0,0.0,250.0,,0.0,Free Shipping (Fedex Ground),4/7/17 19:01,1,2.5,8.0,fulfilled,322 Underhill Ave.,322 Underhill Ave.,,Angelface Day Spa,Yorktown Heights,10598,NY,US,,,,Shopify Payments,64.5,Stylist,,Low,web, Fuchsia,,60
1511,#2512,partially_refunded,,partial,yes,USD,251.8,0.0,0.0,251.8,,0.0,Free Shipping (Fedex Ground),4/7/17 21:50,1,3.25,13.25,fulfilled,114 Meadow Park Drive,114 Meadow Park Drive,,1986,Milford,6461,CT,US,,,,Shopify Payments,62.47,Fresh,,Low,web, Silver,,44
1512,#2513,paid,4/8/17 11:44,fulfilled,yes,USD,73.5,9.83,0.0,83.33,,0.0,FedEx Ground,4/8/17 11:44,5,2.75,,fulfilled,21 Wianno Ave,21 Wianno Ave,,Island Outfitters,Osterville,2655,MA,US,,,,Shopify Payments,0.0,Crystal Avenue,,Low,web, Hyacinth,,14
1513,#2514,paid,4/8/17 21:49,fulfilled,yes,USD,20.0,9.83,0.0,29.83,,0.0,FedEx Ground,4/8/17 21:49,4,5.0,,fulfilled,"430 Schenectady Avenue , Apt 1 ",430 Schenectady Avenue ,Apt 1 ,Glambition Apparel ,Brooklyn ,11213,NY,US,,,,Shopify Payments,0.0,Jennifer,,Medium,web, Gold,,4
1514,#2515,partially_refunded,,partial,yes,USD,595.0,0.0,0.0,595.0,,0.0,Free Shipping (Fedex Ground),4/10/17 0:06,4,9.0,7.5,fulfilled,9575 NW 13 STREET,9575 NW 13 STREET,,AP/GABRIELA R DE ALDANA/AP,DORAL,33172,FL,US,,,,PayPal Express Checkout,46.0,core,,Medium,web, Hematite,,80
1515,#2516,partially_refunded,,partial,yes,USD,262.46,0.0,0.0,262.46,,0.0,Free Shipping (Fedex Ground),4/10/17 9:43,1,3.75,12.75,fulfilled,3510 Hamilton Avenue,3510 Hamilton Avenue,,Denise Le'Jeune,Baltimore,21214,MD,US,,,,Shopify Payments,26.75,Fashion Jewelry,,Low,web, Rhodium,,51
1516,#2517,partially_refunded,,partial,yes,USD,192.98,12.05,0.0,205.03,,0.0,FedEx Ground,4/10/17 14:41,1,3.75,8.25,fulfilled,320 South Quadrille Blvd,320 South Quadrille Blvd,,MD BEAUTY LABS,west palm beach,33401,FL,US,,,,Shopify Payments,50.5,USJewelryhouse,,Low,web, Ivory,,25
1517,#2518,partially_refunded,,partial,yes,USD,53.5,9.83,0.0,63.33,,0.0,FedEx Ground,4/10/17 16:35,3,2.0,,fulfilled,"101 West 143rd Street, Apt. 6",101 West 143rd Street,Apt. 6,"Lenoir Celebrations/Things, Rings, and Bling LLC",New York,10030,NY,US,,,,Shopify Payments,2.5,Fresh,,Low,web, Gold,,17
1518,#2519,partially_refunded,,partial,yes,USD,474.9,0.0,0.0,474.9,,0.0,Free Shipping (Fedex Ground),4/10/17 16:52,2,3.75,4.25,fulfilled,"510 Route 6 and 209, suite 104",510 Route 6 and 209,suite 104,Amy Kernahan Makeup Studio,Milford,18337,PA,US,,,,PayPal Express Checkout,170.48,andante,,Low,web, Silver,,92
1519,#2520,partially_refunded,,partial,yes,USD,79.49,9.83,0.0,89.32,,0.0,FedEx Ground,4/11/17 9:53,2,6.0,6.75,fulfilled,47 Spicebush Lane,47 Spicebush Lane,,"Trendsetter Jewels, LLC",shelton,6484,CT,US,PLEASE SHIP TODAY,,,PayPal Express Checkout,9.74,USJewelryhouse,,Low,web, Hematite,,13
1520,#2521,refunded,4/11/17 14:28,unfulfilled,yes,USD,5.0,9.83,0.0,14.83,,0.0,FedEx Ground,4/11/17 14:28,1,5.0,,pending,8850 Montjoy Pl,8850 Montjoy Pl,,Spopa Inc,Ellicott city,21043,MD,US,,,,Shopify Payments,14.83,USJewelryhouse,,Low,web, Blue,,1
1521,#2522,paid,4/11/17 18:50,fulfilled,yes,USD,35.75,13.64,0.0,49.39,,0.0,FedEx Ground,4/11/17 18:50,11,3.25,,fulfilled,9080 Gribble Ct.,9080 Gribble Ct.,,French in the Village,Fair Oaks,95628,CA,US,,,,Shopify Payments,0.0,Fresh,,Low,web, Gold,,11
1522,#2523,paid,4/11/17 21:48,fulfilled,yes,USD,31.5,9.83,0.0,41.33,,0.0,FedEx Ground,4/11/17 21:48,1,6.0,,fulfilled,504 Vestry Drive,504 Vestry Drive,,"Braun Media Group, LLC",Ambler,19002,PA,US,,,,PayPal Express Checkout,0.0,andante,,Low,web, Silver,,8
1523,#2524,partially_refunded,,partial,yes,USD,397.25,0.0,0.0,397.25,,0.0,Free Shipping (Fedex Ground),4/11/17 21:52,1,3.75,7.5,fulfilled,116 E 4th St,116 E 4th St,,4th Street Boutique ,Rochester,48307,MI,US,,,,Shopify Payments,46.75,Stylist,,Low,web, Chalcedony,,72
1524,#2525,partially_refunded,,partial,yes,USD,285.0,0.0,0.0,285.0,,0.0,Free Shipping (Fedex Ground),4/11/17 22:57,1,4.25,,fulfilled,"247 Eli Hartley, Apt 111",247 Eli Hartley,Apt 111,BB,Boone,28607,NC,US,,,,Shopify Payments,45.5,USJewelryhouse,,Low,web, Silver,,51
1525,#2526,paid,4/12/17 10:44,fulfilled,yes,USD,25.75,9.83,0.0,35.58,,0.0,FedEx Ground,4/12/17 10:44,1,25.75,,fulfilled,722 E 58th St,722 E 58th St,,All Things Are Dana,Brooklyn,11234,NY,US,,,,Shopify Payments,0.0,FOXY Collection,,Low,web,,,1
1526,#2527,partially_refunded,,partial,yes,USD,234.25,12.05,0.0,246.3,,0.0,FedEx Ground,4/12/17 13:29,2,8.0,,fulfilled,3904 Hwy 22,3904 Hwy 22,,EmmaChristians LLC,Mandeville,70471,LA,US,,,,PayPal Express Checkout,17.5,Dorothy,,Low,web, Mint,,53
1527,#2528,partially_refunded,,partial,yes,USD,80.81,9.83,0.0,90.64,,0.0,FedEx Ground,4/12/17 18:22,2,9.5,4.5,fulfilled,"1363 N. 31st St, Apt 312",1363 N. 31st St,Apt 312,Fearless Creations by Olivia,Philadelphia,19121,PA,US,,,,Shopify Payments,5.98,Jennifer,,Low,web, Gold,,21
1528,#2529,partially_refunded,,partial,yes,USD,500.05,10.57,0.0,510.62,5OFF500,26.31,FedEx Ground,4/13/17 12:03,2,11.0,6.5,pending,2077 West Shore Road,2077 West Shore Road,,Aura Accessories,Warwick,2889,RI,US,,,,Shopify Payments,158.79,ruff-skch,,Low,web, Mint,,93
1529,#2530,partially_refunded,,partial,yes,USD,306.75,0.0,0.0,306.75,,0.0,Free Shipping (Fedex Ground),4/13/17 13:42,1,6.0,7.5,fulfilled,"1449 Boardman Canfield Rd, E J Hannah",1449 Boardman Canfield Rd,E J Hannah,ej hannah,Youngstown,44512-8061,OH,US,,,,PayPal Express Checkout,48.75,andante,,Low,web, Gray,,48
1530,#2531,partially_refunded,,partial,yes,USD,365.05,0.0,0.0,365.05,,0.0,Free Shipping (Fedex Ground),4/13/17 14:07,2,6.5,6.0,fulfilled,2077 West Shore Road,2077 West Shore Road,,Aura Accessories,Warwick,2889,RI,US,,,,Shopify Payments,21.5,Fashion Choker,,Low,web, Gold,,87
1531,#2532,partially_refunded,,partial,yes,USD,225.75,10.06,0.0,235.81,,0.0,FedEx Ground,4/14/17 9:31,2,16.0,13.75,pending,1600 Division Road,1600 Division Road,,Crimzonrose,West warwick,2893,RI,US,,,,Shopify Payments,104.5,USJewelryhouse,,Low,web, Glass Statement Necklace ,,22
1532,#2533,paid,4/14/17 11:24,fulfilled,yes,USD,65.0,9.83,0.0,74.83,,0.0,FedEx Ground,4/14/17 11:24,2,3.25,,fulfilled,1602 New Rd,1602 New Rd,,Eurocolour,Northfield,08225-1108,NJ,US,,,,PayPal Express Checkout,0.0,Fresh,,Low,web, Rose Gold,,20
1533,#2534,paid,4/14/17 11:55,fulfilled,yes,USD,85.5,9.83,0.0,95.33,,0.0,FedEx Ground,4/14/17 11:55,6,4.75,,fulfilled,21 Mill Street,21 Mill Street,,AG&G,Johnston,2919,RI,US,,,,Shopify Payments,0.0,VIOLA,,Low,web, Fuchsia,,18
1534,#2535,partially_refunded,,partial,yes,USD,48.0,9.83,0.0,57.83,,0.0,FedEx Ground,4/14/17 12:00,1,5.0,,pending,69 Lucerne Road,69 Lucerne Road,,Glossy Design,Springfield,1119,MA,US,,,,Shopify Payments,23.0,Jennifer,,Low,web, Gold,,7
